0;0;write;50;p1=1&val=1;1730
1;0;write;50;p1=2&val=2;1730
2;0;write;50;p1=3&val=3;1730
3;0;write;50;p1=4&val=3;1730
4;0;write;50;p1=5&val=1;1730
5;0;write;50;p1=6&val=1;1730
6;0;write;50;p1=7&val=1;1730
7;0;write;50;p1=8&val=1;1730
8;0;write;50;p1=9&val=1;1730
9;0;write;50;p1=10&val=1;1730
10;0;write;50;p1=11&val=1;1730
11;0;write;50;p1=12&val=1;1730
12;0;write;50;p1=13&val=1;1730
13;0;write;50;p1=14&val=1;1730
14;0;write;50;p1=15&val=1;1730
15;0;write;50;p1=16&val=1;1730
16;0;write;50;p1=17&val=1;1730
17;0;write;50;p1=18&val=1;1730
18;0;write;50;p1=19&val=1;1730
19;0;write;50;p1=20&val=1;1730
20;0;write;50;p1=21&val=1;1730
21;0;write;50;p1=22&val=1;1730
22;0;write;50;p1=23&val=1;1730
23;0;write;50;p1=24&val=1;1730
24;0;write;50;p1=25&val=1;1730
25;0;write;50;p1=26&val=1;1730
26;0;write;50;p1=27&val=1;1730
27;0;write;50;p1=28&val=1;1730
28;0;write;50;p1=29&val=1;1730
29;0;write;50;p1=30&val=1;1730
30;0;write;50;p1=31&val=1;1730
31;0;write;50;p1=32&val=1;1730
32;0;write;50;p1=33&val=1;1730
33;0;write;50;p1=34&val=1;1730
34;0;write;50;p1=35&val=1;1730
35;0;write;50;p1=36&val=1;1730
36;0;write;50;p1=37&val=1;1730
37;0;write;50;p1=38;1730
38;0;write;50;p1=39;1730
39;0;write;50;p1=40;1730
40;0;write;50;p1=41;1730
41;0;write;50;p1=42;1730
42;0;write;50;p1=43;1730
43;0;write;50;p1=44;1730
44;0;write;50;p1=45;1730
45;0;write;50;p1=46;1730
46;0;write;50;p1=47;1730
47;0;write;50;p1=48;1730
48;0;write;50;p1=49;1730
49;0;write;50;p1=50;1730
50;0;read;50;p1=1;1730
51;0;read;50;p1=2;1730
52;0;read;50;p1=3;1730
53;0;read;50;p1=4;1730
54;0;read;50;p1=5;1730
55;0;read;50;p1=6;1730
56;0;read;50;p1=7;1730
57;0;read;50;p1=8;1730
58;0;read;50;p1=9;1730
59;0;read;50;p1=10;1730
60;0;read;50;p1=11;1730
61;0;read;50;p1=12;1730
62;0;read;50;p1=13;1730
63;0;read;50;p1=14;1730
64;0;read;50;p1=15;1730
65;0;read;50;p1=16;1730
66;0;read;50;p1=17;1730
67;0;read;50;p1=18;1730
68;0;read;50;p1=19;1730
69;0;read;50;p1=20;1730
70;0;read;50;p1=21;1730
71;0;read;50;p1=22;1730
72;0;read;50;p1=23;1730
73;0;read;50;p1=24;1730
74;0;read;50;p1=25;1730
75;0;read;50;p1=26;1730
76;0;read;50;p1=27;1730
77;0;read;50;p1=28;1730
78;0;read;50;p1=29;1730
79;0;read;50;p1=30;1730
80;0;read;50;p1=31;1730
81;0;read;50;p1=32;1730
82;0;read;50;p1=33;1730
83;0;read;50;p1=34;1730
84;0;read;50;p1=35;1730
85;0;read;50;p1=36;1730
86;0;read;50;p1=37;1730
87;0;read;50;p1=38;1730
88;0;read;50;p1=39;1730
89;0;read;50;p1=40;1730
90;0;read;50;p1=41;1730
91;0;read;50;p1=42;1730
92;0;read;50;p1=43;1730
93;0;read;50;p1=44;1730
94;0;read;50;p1=45;1730
95;0;read;50;p1=46;1730
96;0;read;50;p1=47;1730
97;0;read;50;p1=48;1730
98;0;read;50;p1=49;1730
99;0;read;50;p1=50;1730
